Segment,Kategorie,Jméno produktu,ID Produktu,Výrobce,EAN,Item ID,Vaše URL,Heureka URL,E-shopů prodávajících produkt,Popularita,Vaše cena,Vaše pozice dle ceny,Vaše pozice dle biddingu,Cena za proklik,Nejnižší cena,PriceMin2,PriceMin3,PriceMin4,PriceMin5,PriceMin6,PriceMin7,PriceMin8,PriceMin9,PriceMin10,PriceMax10,PriceMax9,PriceMax8,PriceMax7,PriceMax6,PriceMax5,PriceMax4,PriceMax3,PriceMax2,Nejvyšší cena
"Bílé zboží","Rychlovarné konvice","Morphy Richards konvice Accents retro speciální edice Azure, MR-102100",413028339,"Morphy Richards",5011832052537,"MR-102100","https://www.solidni-obchod.cz/morphy-richards-konvice-accents-retro-specialni-edice-azure-detail-3FK1000201.aspx","https://rychlovarne-konvice.heureka.cz/morphy-richards-102100",14,69,1749.00,1,,6.00,1749.00,1749.00,1749.00,1749.00,1749.00,1749.00,1749.00,1749.00,1749.00,1749.00,1749.00,1749.00,1749.00,1749.00,1749.00,1749.00,1849.00,1849.00,1849.00,2099.00,
"Bílé zboží","Rychlovarné konvice","Morphy Richards konvice Accents retro speciální edice Pebble, MR-102102",413028338,"Morphy Richards",5011832052551,"MR-102102","https://www.solidni-obchod.cz/morphy-richards-konvice-accents-retro-specialni-edice-pebble-detail-5FK1000201.aspx","https://rychlovarne-konvice.heureka.cz/morphy-richards-102102",13,62,1749.00,2,,6.00,1748.75,1749.00,1749.00,1749.00,1749.00,1749.00,1749.00,1749.00,1749.00,1749.00,1749.00,1749.00,1749.00,1749.00,1749.00,1749.00,1749.00,1749.00,1849.00,2099.00,
"Bílé zboží","Rychlovarné konvice","Morphy Richards konvice Accents retro speciální edice Sand, MR-102101",409605468,"Morphy Richards",5011832052544,"MR-102101","https://www.solidni-obchod.cz/morphy-richards-konvice-accents-retro-specialni-edice-sand-detail-4FK1000201.aspx","https://rychlovarne-konvice.heureka.cz/morphy-richards-102101",13,87,1749.00,1,,6.00,1749.00,1749.00,1749.00,1749.00,1749.00,1749.00,1749.00,1749.00,1749.00,1749.00,1749.00,1749.00,1749.00,1749.00,1749.00,1749.00,1749.00,1849.00,1849.00,2099.00,
"Bílé zboží","Rychlovarné konvice","Morphy Richards konvice Accents Rosegold retro Black, MR-102104",583515284,"Morphy Richards",5011832052377,"MR-102104","https://www.solidni-obchod.cz/morphy-richards-konvice-accents-rosegold-retro-black-detail-19X1000201.aspx","https://rychlovarne-konvice.heureka.cz/morphy-richards-102104",7,9,1899.00,3,,5.00,1823.00,1823.00,1899.00,1899.00,1899.00,1948.00,1999.00,,,,,,,1823.00,1823.00,1899.00,1899.00,1899.00,1948.00,1999.00,
"Bílé zboží","Rychlovarné konvice","Morphy Richards konvice Accents Rosegold retro Brushed, MR-102105",583709388,"Morphy Richards",5011832058881,"MR-102105","https://www.solidni-obchod.cz/morphy-richards-konvice-accents-rosegold-retro-brushed-detail-29X1000201.aspx","https://rychlovarne-konvice.heureka.cz/morphy-richards-102105",12,62,1699.00,1,,5.00,1699.00,1699.00,1699.00,1699.00,1699.00,1699.00,1699.00,1799.00,1999.00,1999.00,1699.00,1699.00,1699.00,1699.00,1699.00,1799.00,1999.00,1999.00,1999.00,2457.50,
"Bílé zboží","Rychlovarné konvice","Morphy Richards konvice Evoke Black, MR-100105",745431674,"Morphy Richards",5011832060921,"MR-100105","https://www.solidni-obchod.cz/morphy-richards-konvice-evoke-black-detail-1HB2000201.aspx","https://rychlovarne-konvice.heureka.cz/morphy-richards-100105",3,4,1799.00,1,,5.00,1799.00,1799.00,1799.00,,,,,,,,,,,,,,,1799.00,1799.00,1799.00,
"Bílé zboží","Rychlovarné konvice","Morphy Richards konvice Evoke Brushed, MR-100106",745431675,"Morphy Richards",5011832060938,"MR-100106","https://www.solidni-obchod.cz/morphy-richards-konvice-evoke-brushed-detail-1IB2000201.aspx","https://rychlovarne-konvice.heureka.cz/morphy-richards-100106",3,1,1799.00,1,,5.00,1799.00,1799.00,1799.00,,,,,,,,,,,,,,,1799.00,1799.00,1799.00,
"Bílé zboží","Rychlovarné konvice","Morphy Richards konvice Evoke Red, MR-100108",745431676,"Morphy Richards",5011832060945,"MR-100108","https://www.solidni-obchod.cz/morphy-richards-konvice-evoke-red-detail-1JB2000201.aspx","https://rychlovarne-konvice.heureka.cz/morphy-richards-100108",3,3,1799.00,1,,5.00,1799.00,1799.00,1799.00,,,,,,,,,,,,,,,1799.00,1799.00,1799.00,
"Bílé zboží","Rychlovarné konvice","Morphy Richards konvice Evoke speciální edice Blue Steele, MR-100102",745431677,"Morphy Richards",5011832059260,"MR-100102","https://www.solidni-obchod.cz/morphy-richards-konvice-evoke-specialni-edice-blue-steele-detail-1FB2000201.aspx","https://rychlovarne-konvice.heureka.cz/morphy-richards-100102",3,1,1849.00,1,,5.00,1849.00,1849.00,1849.00,,,,,,,,,,,,,,,1849.00,1849.00,1849.00,
"Bílé zboží","Rychlovarné konvice","Morphy Richards konvice Evoke speciální edice Bronze, MR-100101",745431678,"Morphy Richards",5011832059253,"MR-100101","https://www.solidni-obchod.cz/morphy-richards-konvice-evoke-specialni-edice-bronze-detail-1EB2000201.aspx","https://rychlovarne-konvice.heureka.cz/morphy-richards-100101",4,1,1849.00,1,,5.00,1849.00,1849.00,1849.00,2034.00,,,,,,,,,,,,,1849.00,1849.00,1849.00,2034.00,
"Bílé zboží","Rychlovarné konvice","Morphy Richards konvice Evoke speciální edice Platinum, MR-100103",745431679,"Morphy Richards",5011832059277,"MR-100103","https://www.solidni-obchod.cz/morphy-richards-konvice-evoke-specialni-edice-platinum-detail-2GB2000201.aspx","https://rychlovarne-konvice.heureka.cz/morphy-richards-100103",4,53,1849.00,1,,5.00,1849.00,1849.00,1849.00,2034.00,,,,,,,,,,,,,1849.00,1849.00,1849.00,2034.00,
"Bílé zboží","Rychlovarné konvice","Morphy Richards konvice Evoke White, MR-100109",745431680,"Morphy Richards",5011832060952,"MR-100109","https://www.solidni-obchod.cz/morphy-richards-konvice-evoke-white-detail-1KB2000201.aspx","https://rychlovarne-konvice.heureka.cz/morphy-richards-100109",3,1,1799.00,1,,5.00,1799.00,1799.00,1799.00,,,,,,,,,,,,,,,1799.00,1799.00,1799.00,
"Bílé zboží","Rychlovarné konvice","Morphy Richards konvice retro Prism Black, MR-108101",307002053,"Morphy Richards",5011832047830,"MR-108101","https://www.solidni-obchod.cz/morphy-richards-konvice-retro-prism-black-detail-3BK1000201.aspx","https://rychlovarne-konvice.heureka.cz/morphy-richards-108101",8,5,2149.00,1,,6.00,2149.00,2149.00,2149.00,2149.00,2149.00,2149.00,2149.00,2149.00,,,,,2149.00,2149.00,2149.00,2149.00,2149.00,2149.00,2149.00,2149.00,
"Bílé zboží","Rychlovarné konvice","Morphy Richards konvice retro Prism White, MR-108102",314371859,"Morphy Richards",5011832050540,"MR-108102","https://www.solidni-obchod.cz/morphy-richards-konvice-retro-prism-white-detail-1CK1000201.aspx","https://rychlovarne-konvice.heureka.cz/morphy-richards-108102",14,62,2149.00,1,,6.00,2149.00,2149.00,2149.00,2149.00,2149.00,2149.00,2149.00,2149.00,2149.00,2149.00,2149.00,2149.00,2149.00,2149.00,2149.00,2149.00,2149.00,2149.00,2149.00,2399.00,
"Bílé zboží","Rychlovarné konvice","Morphy Richards Redefine dávkovač vody, MR-131000",319496136,"Morphy Richards",5011832044242,"MR-131000","https://www.solidni-obchod.cz/morphy-richards-redefine-davkovac-vody-detail-2CK1000201.aspx","https://rychlovarne-konvice.heureka.cz/morphy-richards-131000",12,62,5499.00,1,,8.00,5499.00,5499.00,5499.00,5499.00,5499.00,5499.00,5499.00,5499.00,5499.00,5799.00,5499.00,5499.00,5499.00,5499.00,5499.00,5499.00,5499.00,5799.00,5799.00,6499.00,
"Bílé zboží","Rychlovarné konvice","Morphy Richards Redefine skleněná konvice, MR-108000",356971718,"Morphy Richards",5011832046116,"MR-108000","https://www.solidni-obchod.cz/morphy-richards-redefine-sklenena-konvice-detail-2BK1000201.aspx","https://rychlovarne-konvice.heureka.cz/morphy-richards-108000",10,41,3199.00,6,,8.00,999.00,2559.00,2559.00,2559.00,2559.00,3199.00,3199.00,3199.00,3199.00,3599.00,999.00,2559.00,2559.00,2559.00,2559.00,3199.00,3199.00,3199.00,3199.00,3599.00,
"Bílé zboží","Topinkovače","Morphy Richards topinkovač A:Spect Black 4S",293246485,"Morphy Richards",5011832050854,"MR-240002","https://www.solidni-obchod.cz/morphy-richards-topinkovac-a-spect-black-4s-detail-4CK1000201.aspx","https://topinkovace.heureka.cz/morphy-richards-240002",12,2,1956.00,4,,5.00,1449.00,1449.00,1449.00,1956.00,1956.00,2158.00,2499.00,2544.00,2544.00,2599.00,1449.00,1956.00,1956.00,2158.00,2499.00,2544.00,2544.00,2599.00,2599.00,2799.00,
"Bílé zboží","Topinkovače","Morphy Richards topinkovač A:Spect Titanium 4S",293246485,"Morphy Richards",5011832050908,"MR-240004","https://www.solidni-obchod.cz/morphy-richards-topinkovac-a-spect-titanium-4s-detail-HFK1000201.aspx","https://topinkovace.heureka.cz/morphy-richards-240002",12,2,2158.00,5,,5.00,1449.00,1449.00,1449.00,1956.00,2158.00,2158.00,2499.00,2544.00,2544.00,2599.00,1449.00,1956.00,2158.00,2158.00,2499.00,2544.00,2544.00,2599.00,2599.00,2799.00,
"Bílé zboží","Topinkovače","Morphy Richards topinkovač A:Spect White 4S",314371857,"Morphy Richards",5011832050861,"MR-240003","https://www.solidni-obchod.cz/morphy-richards-topinkovac-a-spect-white-4s-detail-5CK1000201.aspx","https://topinkovace.heureka.cz/morphy-richards-248102",11,69,1956.00,4,,5.00,1449.00,1449.00,1449.00,1956.00,1956.00,2599.00,2599.00,2599.00,2672.00,2672.00,1449.00,1449.00,1956.00,1956.00,2599.00,2599.00,2599.00,2672.00,2672.00,2899.00,
"Bílé zboží","Topinkovače","Morphy Richards topinkovač Accents Black 2S",403400146,"Morphy Richards",5011832055569,"MR-222013","https://www.solidni-obchod.cz/morphy-richards-topinkovac-accents-black-2s-detail-1TN1000201.aspx","https://topinkovace.heureka.cz/morphy-richards-222005",9,41,1199.00,3,,5.00,885.00,1149.00,1199.00,1199.00,1199.00,1199.00,1199.00,1249.00,1399.00,,,885.00,1149.00,1199.00,1199.00,1199.00,1199.00,1199.00,1249.00,1399.00,
"Bílé zboží","Topinkovače","Morphy Richards topinkovač Accents Brushed 2S",403400146,"Morphy Richards",5011832055538,"MR-222010","https://www.solidni-obchod.cz/morphy-richards-topinkovac-accents-brushed-2s-detail-2FN1000201.aspx","https://topinkovace.heureka.cz/morphy-richards-222005",9,41,1199.00,3,,5.00,885.00,1149.00,1199.00,1199.00,1199.00,1199.00,1199.00,1249.00,1399.00,,,885.00,1149.00,1199.00,1199.00,1199.00,1199.00,1199.00,1249.00,1399.00,
"Bílé zboží","Topinkovače","Morphy Richards topinkovač Accents Red 2S",403400146,"Morphy Richards",5011832055545,"MR-222011","https://www.solidni-obchod.cz/morphy-richards-topinkovac-accents-red-2s-detail-1BN1000201.aspx","https://topinkovace.heureka.cz/morphy-richards-222005",9,41,1199.00,3,,5.00,885.00,1149.00,1199.00,1199.00,1199.00,1199.00,1199.00,1249.00,1399.00,,,885.00,1149.00,1199.00,1199.00,1199.00,1199.00,1199.00,1249.00,1399.00,
"Bílé zboží","Topinkovače","Morphy Richards topinkovač Accents Rosegold Black 2S",459757680,"Morphy Richards",5011832059703,"MR-222016","https://www.solidni-obchod.cz/morphy-richards-topinkovac-accents-rosegold-black-2s-detail-1RX1000201.aspx","https://topinkovace.heureka.cz/morphy-richards-222013",11,5,1299.00,2,,5.00,1199.00,1299.00,1299.00,1299.00,1299.00,1299.00,1394.00,1394.00,1399.00,1399.00,1299.00,1299.00,1299.00,1299.00,1299.00,1394.00,1394.00,1399.00,1399.00,1399.00,
"Bílé zboží","Topinkovače","Morphy Richards topinkovač Accents Rosegold Black 4S",434863335,"Morphy Richards",5011832058102,"MR-242104","https://www.solidni-obchod.cz/morphy-richards-topinkovac-accents-rosegold-black-4s-detail-1AX1000201.aspx","https://topinkovace.heureka.cz/morphy-richards-242102",9,7,1999.00,1,,5.00,1999.00,1999.00,1999.00,1999.00,1999.00,2099.00,2099.00,2299.00,2399.00,,,1999.00,1999.00,1999.00,1999.00,1999.00,2099.00,2099.00,2299.00,2399.00,
"Bílé zboží","Topinkovače","Morphy Richards topinkovač Accents Rosegold Brushed 2S",459757681,"Morphy Richards",5011832059697,"MR-222017","https://www.solidni-obchod.cz/morphy-richards-topinkovac-accents-rosegold-brushed-2s-detail-2RX1000201.aspx","https://topinkovace.heureka.cz/morphy-richards-222010",11,2,1249.00,4,,5.00,1199.00,1199.00,1199.00,1249.00,1249.00,1249.00,1249.00,1249.00,1249.00,1349.00,1199.00,1199.00,1249.00,1249.00,1249.00,1249.00,1249.00,1249.00,1349.00,1399.00,
"Bílé zboží","Topinkovače","Morphy Richards topinkovač Accents Rosegold Brushed 4S",434863335,"Morphy Richards",5011832057983,"MR-242105","https://www.solidni-obchod.cz/morphy-richards-topinkovac-accents-rosegold-brushed-4s-detail-2AX1000201.aspx","https://topinkovace.heureka.cz/morphy-richards-242102",9,7,1999.00,1,,5.00,1999.00,1999.00,1999.00,1999.00,1999.00,2099.00,2099.00,2299.00,2399.00,,,1999.00,1999.00,1999.00,1999.00,1999.00,2099.00,2099.00,2299.00,2399.00,
"Bílé zboží","Topinkovače","Morphy Richards topinkovač Accents speciální edice Azure 2S",403400147,"Morphy Richards",5011832052971,"MR-222003","https://www.solidni-obchod.cz/morphy-richards-topinkovac-accents-specialni-edice-azure-2s-detail-CFK1000201.aspx","https://topinkovace.heureka.cz/morphy-richards-222003",12,2,1149.00,1,,5.00,1149.00,1149.00,1149.00,1149.00,1149.00,1149.00,1149.00,1149.00,1249.00,1249.00,1149.00,1149.00,1149.00,1149.00,1149.00,1149.00,1249.00,1249.00,1249.00,1399.00,
"Bílé zboží","Topinkovače","Morphy Richards topinkovač Accents White 2S",403400146,"Morphy Richards",5011832055552,"MR-222012","https://www.solidni-obchod.cz/morphy-richards-topinkovac-accents-white-2s-detail-1DN1000201.aspx","https://topinkovace.heureka.cz/morphy-richards-222005",9,41,1199.00,3,,5.00,885.00,1149.00,1199.00,1199.00,1199.00,1199.00,1199.00,1249.00,1399.00,,,885.00,1149.00,1199.00,1199.00,1199.00,1199.00,1199.00,1249.00,1399.00,
"Bílé zboží","Topinkovače","Morphy Richards topinkovač Accents White 4S",297237174,"Morphy Richards",5011832050656,"MR-242021","https://www.solidni-obchod.cz/morphy-richards-topinkovac-accents-white-4s-detail-9CK1000201.aspx","https://topinkovace.heureka.cz/morphy-richards-242021",2,97,2299.00,1,,5.00,2299.00,2299.00,,,,,,,,,,,,,,,,,2299.00,2299.00,
"Bílé zboží","Topinkovače","Morphy Richards topinkovač Evoke Black 2S, MR-224405",745431681,"Morphy Richards",5011832061010,"MR-224405","https://www.solidni-obchod.cz/morphy-richards-topinkovac-evoke-black-2s-detail-3MB2000201.aspx","https://topinkovace.heureka.cz/morphy-richards-224405",4,1,1399.00,1,,5.00,1399.00,1399.00,1399.00,1539.00,,,,,,,,,,,,,1399.00,1399.00,1399.00,1539.00,
"Bílé zboží","Topinkovače","Morphy Richards topinkovač Evoke Brushed 2S, MR-224406",745431682,"Morphy Richards",5011832061027,"MR-224406","https://www.solidni-obchod.cz/morphy-richards-topinkovac-evoke-brushed-2s-detail-5MB2000201.aspx","https://topinkovace.heureka.cz/morphy-richards-224406",4,1,1399.00,1,,5.00,1399.00,1399.00,1399.00,1539.00,,,,,,,,,,,,,1399.00,1399.00,1399.00,1539.00,
"Bílé zboží","Topinkovače","Morphy Richards topinkovač Evoke Red 2S, MR-224408",745431683,"Morphy Richards",5011832061041,"MR-224408","https://www.solidni-obchod.cz/morphy-richards-topinkovac-evoke-red-2s-detail-8MB2000201.aspx","https://topinkovace.heureka.cz/morphy-richards-224408",4,1,1399.00,1,,5.00,1399.00,1399.00,1399.00,1539.00,,,,,,,,,,,,,1399.00,1399.00,1399.00,1539.00,
"Bílé zboží","Topinkovače","Morphy Richards topinkovač Evoke speciální edice Blue Steele 2S, MR-224402",745431684,"Morphy Richards",5011832059406,"MR-224402","https://www.solidni-obchod.cz/morphy-richards-topinkovac-evoke-specialni-edice-blue-steele-2s-detail-1MB2000201.aspx","https://topinkovace.heureka.cz/morphy-richards-224402",4,1,1499.00,1,,5.00,1499.00,1499.00,1499.00,1649.00,,,,,,,,,,,,,1499.00,1499.00,1499.00,1649.00,
"Bílé zboží","Topinkovače","Morphy Richards topinkovač Evoke speciální edice Bronze 2S, MR-224401",745431685,"Morphy Richards",5011832059390,"MR-224401","https://www.solidni-obchod.cz/morphy-richards-topinkovac-evoke-specialni-edice-bronze-2s-detail-1LB2000201.aspx","https://topinkovace.heureka.cz/morphy-richards-224401",3,1,1499.00,1,,5.00,1499.00,1499.00,1499.00,,,,,,,,,,,,,,,1499.00,1499.00,1499.00,
"Bílé zboží","Topinkovače","Morphy Richards topinkovač Evoke speciální edice Platinum 2S, MR-224403",745431686,"Morphy Richards",5011832059413,"MR-224403","https://www.solidni-obchod.cz/morphy-richards-topinkovac-evoke-specialni-edice-platinum-2s-detail-2MB2000201.aspx","https://topinkovace.heureka.cz/morphy-richards-224403",3,1,1499.00,1,,5.00,1499.00,1499.00,1499.00,,,,,,,,,,,,,,,1499.00,1499.00,1499.00,
"Bílé zboží","Topinkovače","Morphy Richards topinkovač Evoke White 2S, MR-224409",745431687,"Morphy Richards",5011832061058,"MR-224409","https://www.solidni-obchod.cz/morphy-richards-topinkovac-evoke-white-2s-detail-9MB2000201.aspx","https://topinkovace.heureka.cz/morphy-richards-224409",4,1,1399.00,1,,5.00,1399.00,1399.00,1399.00,1539.00,,,,,,,,,,,,,1399.00,1399.00,1399.00,1539.00,
"Bílé zboží","Topinkovače","Morphy Richards topinkovač Prism Black",307002034,"Morphy Richards",5011832051172,"MR-248101","https://www.solidni-obchod.cz/morphy-richards-topinkovac-prism-black-detail-BCK1000201.aspx","https://topinkovace.heureka.cz/morphy-richards-248101",12,53,2599.00,1,,6.00,2599.00,2599.00,2599.00,2599.00,2599.00,2599.00,2599.00,2599.00,2599.00,2599.00,2599.00,2599.00,2599.00,2599.00,2599.00,2599.00,2599.00,2599.00,2599.00,2899.00,
"Bílé zboží","Topinkovače","Morphy Richards topinkovač Prism White",314371857,"Morphy Richards",5011832051189,"MR-248102","https://www.solidni-obchod.cz/morphy-richards-topinkovac-prism-white-detail-CCK1000201.aspx","https://topinkovace.heureka.cz/morphy-richards-248102",11,69,2499.00,5,,6.00,1449.00,1449.00,1449.00,1956.00,2499.00,2599.00,2599.00,2599.00,2672.00,2672.00,1449.00,1449.00,1956.00,2499.00,2599.00,2599.00,2599.00,2672.00,2672.00,2899.00,
"Bílé zboží","Vysavače","Dyson Big Ball Multifloor 2",556339212,"Dyson",5025155028049,"DS-222381-01","https://www.solidni-obchod.cz/dyson-big-ball-multifloor-2-detail-1XV1000201.aspx","https://vysavace.heureka.cz/dyson-big-ball-multifloor-2",15,136,7990.00,2,,5.00,7899.00,7990.00,7990.00,7990.00,7990.00,7990.00,10884.00,11490.00,11498.63,11499.00,7990.00,10884.00,11490.00,11498.63,11499.00,11499.00,11499.00,11499.00,11729.00,15930.00,
"Bílé zboží","Vysavače","Dyson Cinetic Big Ball Absolute 2",738370927,"Dyson",5025155027882,"DS-228415-01","https://www.solidni-obchod.cz/dyson-cinetic-big-ball-absolute-2-detail-1RA2000201.aspx","https://vysavace.heureka.cz/dyson-big-ball-absolute-2",11,94,12990.00,1,,5.00,12990.00,12990.00,12990.00,12990.00,12990.00,12990.00,12990.00,12990.00,13380.00,13915.00,12990.00,12990.00,12990.00,12990.00,12990.00,12990.00,12990.00,13380.00,13915.00,14610.00,
"Bílé zboží","Vysavače","Dyson Dyson V11 Absolute",737238489,"Dyson",5025155039991,"DS-268700-01","https://www.solidni-obchod.cz/dyson-dyson-v11-absolute-detail-1SA2000201.aspx","https://vysavace.heureka.cz/dyson-v11-absolute",11,122,16990.00,1,,5.00,16990.00,16990.00,16990.00,16990.00,16990.00,16990.00,16990.00,16990.00,16990.00,16990.00,16990.00,16990.00,16990.00,16990.00,16990.00,16990.00,16990.00,16990.00,16990.00,17500.00,
"Bílé zboží","Vysavače","Dyson V10 Absolute",615391516,"Dyson",5025155034095,"DS-226397-01","https://www.solidni-obchod.cz/dyson-v10-absolute-detail-2C62000201.aspx","https://vysavace.heureka.cz/dyson-v10-absolute",13,90,14990.00,1,,5.00,14990.00,14990.00,14990.00,14990.00,14990.00,14990.00,14990.00,14990.00,14990.00,14990.00,14990.00,14990.00,14990.00,14990.00,14990.00,14990.00,14990.00,14990.00,14999.00,15440.00,
"Bílé zboží","Vysavače","Dyson V10 Motorhead",615391517,"Dyson",5025155034811,"DS-230309-01","https://www.solidni-obchod.cz/dyson-v10-motorhead-detail-1C62000201.aspx","https://vysavace.heureka.cz/dyson-v10-motorhead",10,85,11990.00,1,,5.00,11990.00,11990.00,11990.00,11990.00,11990.00,11990.00,11990.00,11990.00,11990.00,11990.00,11990.00,11990.00,11990.00,11990.00,11990.00,11990.00,11990.00,11990.00,11990.00,11990.00,
"Bílé zboží","Vysavače","Dyson V11 Animal+",737238490,"Dyson",5025155039984,"DS-268801-01","https://www.solidni-obchod.cz/dyson-v11-animal--detail-1TA2000201.aspx","https://vysavace.heureka.cz/dyson-v11-animal-plus",10,13,15990.00,1,,5.00,15990.00,15990.00,15990.00,15990.00,15990.00,15990.00,15990.00,15990.00,15990.00,16470.00,15990.00,15990.00,15990.00,15990.00,15990.00,15990.00,15990.00,15990.00,15990.00,16470.00,
"Bílé zboží","Vysavače","Dyson V7 Fluffy",554392852,"Dyson",5025155028032,"DS-227608-01","https://www.solidni-obchod.cz/dyson-v7-fluffy-detail-1TV1000201.aspx","https://vysavace.heureka.cz/dyson-v7-fluffy",9,8,10999.00,4,,5.00,8999.00,10474.00,10998.90,10999.00,10999.00,10999.00,10999.00,11584.00,12250.00,,,8999.00,10474.00,10998.90,10999.00,10999.00,10999.00,10999.00,11584.00,12250.00,
"Bílé zboží","Vysavače","Dyson V7 Trigger",554392854,"Dyson",5025155029855,"DS-232710-01","https://www.solidni-obchod.cz/dyson-v7-trigger-detail-1LV1000201.aspx","https://vysavace.heureka.cz/dyson-v7-trigger",1,41,7999.00,1,,5.00,7999.00,,,,,,,,,,,,,,,,,,,7999.00,
"Bílé zboží","Vysavače","Dyson V8 Absolute",428978719,"Dyson",5025155031513,"DS-227296-01","https://www.solidni-obchod.cz/dyson-v8-absolute-detail-1UV1000201.aspx","https://vysavace.heureka.cz/dyson-v8-absolute",22,111,10990.00,6,,5.00,10499.00,10616.00,10890.00,10989.00,10989.99,10990.00,10990.00,10990.00,10990.00,10990.00,10990.00,10990.00,11019.00,11320.00,11699.00,11720.00,11990.00,11999.00,13099.00,15236.00,
