"PP01";"59"
"PB15O";"527"
"P74";"19"
"1T07";"475"
"1MK20";"357"
"PO47";"191"
"1N21";"145"
"5B102";"62"
"5B305";"53"
"TE82";"831"
"SSN5200E";"15"
"PA25";"185"
"TL-CHASM40BG";"2899"
"PF-S";"18"
"AP01C";"7"
"PF30";"65"
"PA49";"278"
"WO10";"846"
